hanja|hangul|english|hidden_index
家畜|가축|livestock| 家 畜     
生活|생활|living| 生 活     
生計|생계|living| 生 計     
居室|거실|living room| 居 室     
荷重|하중|load| 荷 重     
貸付|대부|loan| 貸 付     
貸借|대차|loan| 貸 借     
借款|차관|loan| 借 款     
局限|국한하다|localize| 局 限     
位置|위치|location| 位 置     
破傷風|파상풍|lockjaw| 破 傷 風    
機關車|기관차|locomotive| 機 關 車    
下宿|하숙|lodging| 下 宿     
宿泊|숙박|lodging| 宿 泊     
宿所|숙소|lodging| 宿 所     
對數|대수|logarithm| 對 數     
論理學|논리학|logic| 論 理 學    
論理|논리|logic| 論 理     
論理的|논리적인|logical| 論 理 的    
長壽|장수|longevity| 長 壽     
憧憬|동경|longing| 憧 憬     
經度|경도|longitude| 經 度     
容貌|용모|look| 容 貌     
織機|직기|loom| 織 機     
掠奪|약탈하다|loot| 掠 奪     
掠奪|약탈|looting| 掠 奪     
損失|손실|loss| 損 失     
喪失|상실|loss| 喪 失     
損害|손해|loss| 損 害     
擴聲器|확성기|loudspeaker| 擴 聲 器    
愛情|애정|love| 愛 情     
愛好|애호|love| 愛 好     
慈愛|자애|love| 慈 愛     
戀愛|연애|love| 戀 愛     
情事|정사|love affair| 情 事     
戀歌|연가|love song| 戀 歌     
戀人|연인|lover| 戀 人     
愛人|애인|lover| 愛 人     
干潮|간조|low tide| 干 潮     
低地|저지|lowland| 低 地     
忠誠|충성|loyalty| 忠 誠     
忠節|충절|loyalty| 忠 節     
潤滑油|윤활유|lubricating oil| 潤 滑 油    
腰痛|요통|lumbago| 腰 痛     
材木|재목|lumber| 材 木     
月蝕|월식|lunar eclipse| 月 蝕     
潛伏|잠복하다|lurk| 潛 伏     
光澤|광택|lustre| 光 澤     
奢侈|사치|luxury| 奢 侈     
策動|책동|machination| 策 動     
策士|책사|machinator| 策 士     
機械|기계|machine| 機 械     
機關銃|기관총|machine gun| 機 關 銃    
夫人|부인|madam| 夫 人     
狂氣|광기|madness| 狂 氣     
巨匠|거장|maestro| 巨 匠     
雜誌|잡지|magazine| 雜 誌     
魔法|마법|magic| 魔 法     
奇術|기술|magic| 奇 術     
幻燈|환등|magic lantern| 幻 燈     
雅量|아량|magnanimity| 雅 量     
磁石|자석|magnet| 磁 石     
磁場|자장|magnetic field| 磁 場     
磁界|자계|magnetic field| 磁 界     
磁束|자속|magnetic flux| 磁 束     
磁針|자침|magnetic needle| 磁 針     
磁氣|자기|magnetism| 磁 氣     
磁力|자력|magnetism| 磁 力     
磁鐵鑛|자철광|magnetite| 磁 鐵 鑛    
擴大|확대|magnification| 擴 大     
倍率|배율|magnification| 倍 率     
木蓮|목련|magnolia| 木 蓮     
麻雀|마작|mahjong| 麻 雀     
處女|처녀|maiden| 處 女     
郵送|우송|mailing| 郵 送     
主力|주력|main force| 主 力     
幹線|간선|main line| 幹 線     
本線|본선|main line| 本 線     
幹線|간선|main line| 幹 線     
維持|유지|maintenance| 維 持     
保存|보존|maintenance| 保 存     
大前提|대전제|major premise| 大 前 提    
長音階|장음계|major scale| 長 音 階    
成年|성년|majority| 成 年     
成功|성공하다|make| 成 功     
惡意|악의|malice| 惡 意     
展性|전성|malleability| 展 性     
麥芽|맥아|malt| 麥 芽     
乳腺|유선|mammary gland| 乳 腺     
取扱|취급|management| 取 扱     
經營|경영|management| 經 營     
支配人|지배인|manager| 支 配 人    
經營者|경영자|manager| 經 營 者    
管理人|관리인|manager| 管 理 人    
海牛|해우|manatee| 海 牛     
表明|표명|manifestation| 表 明     
操縱|조종하다|manipulate| 操 縱     
人類|인류|mankind| 人 類     
方法|방법|manner| 方 法     
態度|태도|manner| 態 度     
莊園|장원|manor| 莊 園     
殺人者|살인자|manslayer| 殺 人 者    
假數|가수|mantissa| 假 數     
眞言|진언|mantra| 眞 言     
便覽|편람|manual| 便 覽     
製作|제작|manufacture| 製 作     
製造|제조하다|manufacture| 製 造     
生産者|생산자|manufacturer| 生 産 者    
地圖|지도|map| 地 圖     
大理石|대리석|marble| 大 理 石    
白鐵鑛|백철광|marcasite| 白 鐵 鑛    
行進|행진|march| 行 進     
行軍|행군|march| 行 軍     
欄外|난외|margin| 欄 外     
餘地|여지|margin| 餘 地     
餘裕|여유|margin| 餘 裕     
海産物|해산물|marine products| 海 産 物    
目標|목표|mark| 目 標     
符號|부호|mark| 符 號     
點數|점수|mark| 點 數     
市場|시장|market| 市 場     
販路|판로|market| 販 路     
市價|시가|market price| 市 價     
市場|시장|marketplace| 市 場     
侯爵|후작|marquess| 侯 爵     
結婚|결혼|marriage| 結 婚     
骨髓|골수|marrow| 骨 髓     
沼澤|소택|marsh| 沼 澤     
武道|무도|martial art| 武 道     
武術|무술|martial art| 武 術     
戒嚴令|계엄령|martial law| 戒 嚴 令    
石工|석공|mason| 石 工     
假裝|가장|masquerade| 假 裝     
假裝|가장하다|masquerade| 假 裝     
集團|집단|mass| 集 團     
按摩|안마|massage| 按 摩     
先生|선생|master| 先 生     
名人|명인|master| 名 人     
支配|지배하다|master| 支 配     
傑作|걸작|masterpiece| 傑 作     
名作|명작|masterpiece| 名 作     
熟達|숙달|mastery| 熟 達     
手淫|수음|masturbation| 手 淫     
試合|시합|match| 試 合     
物質的|물질적인|material| 物 質 的    
資料|자료|material| 資 料     
實現|실현|materialization| 實 現     
數理|수리적인|mathematic| 數 理     
數學者|수학자|mathematician| 數 學 者    
數學|수학|mathematics| 數 學     
交配|교배|mating| 交 配     
入學|입학|matriculation| 入 學     
內容|내용|matter| 內 容     
成熟|성숙|maturity| 成 熟     
最大限度|최대한도|maximum| 最 大 限 度   
市長|시장|mayor| 市 長     
迷路|미로|maze| 迷 路     
食券|식권|meal ticket| 食 券     
意味|의미|meaning| 意 味     
意義|의의|meaning| 意 義     
野卑|야비|meanness| 野 卑     
手段|수단|measure| 手 段     
測量|측량|measurement| 測 量     
測定|측정|measurement| 測 定     
力學|역학|mechanics| 力 學     
機構|기구|mechanism| 機 構     
賞牌|상패|medal| 賞 牌     
記章|기장|medal| 記 章     
勳章|훈장|medal| 勳 章     
中點|중점|median point| 中 點     
調停|조정|mediation| 調 停     
仲裁|중재|mediation| 仲 裁     
和解|화해|mediation| 和 解     
醫術|의술|medicine| 醫 術     
醫學|의학|medicine| 醫 學     
瞑想|명상|meditation| 瞑 想     
默想|묵상|meditation| 默 想     
媒質|매질|medium| 媒 質     
會合|회합|meeting| 會 合     
會場|회장|meeting place| 會 場     
諧調|해조|melody| 諧 調     
旋律|선율|melody| 旋 律     
鎔解|용해|melting| 鎔 解     
構成員|구성원|member| 構 成 員    
記念|기념하는|memorial| 記 念     
記憶|기억|memory| 記 憶     
記念|기념|memory| 記 念     
脅迫|협박|menace| 脅 迫     
脅迫|협박하다|menace| 脅 迫     
脅迫的|협박적인|menacing| 脅 迫 的    
腦膜|뇌막|meninges| 腦 膜     
閉經期|폐경기|menopause| 閉 經 期    
暗算|암산|mental arithmetic| 暗 算     
唯心論|유심론|mentalism| 唯 心 論    
重商主義|중상주의|mercantilism| 重 商 主 義   
商品|상품|merchandise| 商 品     
商人|상인|merchant| 商 人     
商船|상선|merchant ship| 商 船     
慈悲|자비|mercy| 慈 悲     
憐愍|연민|mercy| 憐 愍     
子午線|자오선|meridian| 子 午 線    
價値|가치|merit| 價 値     
功績|공적|merit| 功 績     
中間子|중간자|meson| 中 間 子    
使者|사자|messenger| 使 者     
救世主|구세주|messiah| 救 世 主    
新陳代謝|신진대사|metabolism| 新 陳 代 謝   
變形|변형|metamorphosis| 變 形     
變態|변태|metamorphosis| 變 態     
轉移|전이|metastasis| 轉 移     
流星流星|유성|meteor| 流 星 流 星   
隕石|운석|meteorite| 隕 石     
方法|방법|method| 方 法     
方式|방식|method| 方 式     
秩序|질서|method| 秩 序     
換喩|환유|metonymy| 換 喩     
雲母|운모|mica| 雲 母     
微生物|미생물|microbe| 微 生 物    
小宇宙|소우주|microcosm| 小 宇 宙    
測微計|측미계|micrometer| 測 微 計    
中腦|중뇌|midbrain| 中 腦     
中耳|중이|middle ear| 中 耳     
産婆|산파|midwife| 産 婆     
風采|풍채|mien| 風 采     
偏頭痛|편두통|migraine| 偏 頭 痛    
移住|이주|migration| 移 住     
軟鋼|연강|mild steel| 軟 鋼     
里程標|이정표|milestone| 里 程 標    
鬪士|투사|militant| 鬪 士     
軍事|군사|military affairs| 軍 事     
軍政|군정|military government| 軍 政     
軍法|군법|military law| 軍 法     
兵役|병역|military service| 兵 役     
牛乳|우유|milk| 牛 乳     
乳糖|유당|milk sugar| 乳 糖     
精神|정신|mind| 精 神     
讀心術|독심술|mind reading| 讀 心 術    
心眼|심안|mind's eye| 心 眼     
坑夫|갱부|miner| 坑 夫     
鑛物|광물|mineral| 鑛 物     
鑛油|광유|mineral oil| 鑛 油     
採鑛|채광|mining| 採 鑛     
聖職|성직|ministry| 聖 職     
造幣|조폐|mintage| 造 幣     
被減數|피감수|minuend| 被 減 數    
奇蹟|기적|miracle| 奇 蹟     
靈藥|영약|miracle drug| 靈 藥     
濫用|남용|misappropriation| 濫 用     
誤算|오산|miscalculation| 誤 算     
流産流産|유산|miscarriage| 流 産 流 産   
曲解|곡해|misconstruction| 曲 解     
守錢奴|수전노|miser| 守 錢 奴    
悲慘|비참|misery| 悲 慘     
不運|불운|misfortune| 不 運     
不幸|불행|misfortune| 不 幸     
災難|재난|misfortune| 災 難     
惡政|악정|misgovernment| 惡 政     
失政|실정|misgovernment| 失 政     
誤報|오보|misinformation| 誤 報     
誤傳|오전|misinformation| 誤 傳     
誤植|오식|misprint| 誤 植     
使命|사명|mission| 使 命     
主婦|주부|mistress| 主 婦     
愛人|애인|mistress| 愛 人     
情婦|정부|mistress| 情 婦     
誤解|오해|misunderstanding| 誤 解     
混合|혼합|mixture| 混 合     
群衆|군중|mob| 群 衆     
動員|동원|mobilization| 動 員     
嘲弄|조롱|mockery| 嘲 弄     
模型|모형|model| 模 型     
原型|원형|model| 原 型     
模範|모범|model| 模 範     
中庸|중용|moderation| 中 庸     
近代的|근대적인|modern| 近 代 的    
現代|현대|modern times| 現 代     
謙讓|겸양|modesty| 謙 讓     
抑揚|억양|modulation| 抑 揚     
濕氣|습기|moisture| 濕 氣     
水分|수분|moisture| 水 分     
糖蜜|당밀|molasses| 糖 蜜     
分子|분자|molecule| 分 子     
痴漢癡漢|치한|molester| 痴 漢 癡 漢   
瞬間|순간|moment| 瞬 間     
餘勢|여세|momentum| 餘 勢     
君主|군주|monarch| 君 主     
單眼鏡|단안경|monocle| 單 眼 鏡    
獨占的|독점적인|monopolistic| 獨 占 的    
單音|단음|monotony| 單 音     
單調|단조|monotony| 單 調     
怪物|괴물|monster| 怪 物     
修身|수신|moral| 修 身     
道義|도의|morality| 道 義     
道義|도의|morality| 道 義     
午前|오전|morning| 午 前     
抵當|저당|mortgage| 抵 當     
苦行|고행|mortification| 苦 行     
最惠國|최혜국|most favored nation| 最 惠 國    
母艦|모함|mother ship| 母 艦     
動作|동작|motion| 動 作     
動機|동기|motive| 動 機     
原動力|원동력|motive power| 原 動 力    
標語|표어|motto| 標 語     
臺紙|대지|mount| 臺 紙     
山脈|산맥|mountain range| 山 脈     
山系|산계|mountain system| 山 系     
動作|동작|movement| 動 作     
粘液|점액|mucilage| 粘 液     
粘膜|점막|mucous membrane| 粘 膜     
粘液|점액|mucus| 粘 液     
倍數|배수|multiple| 倍 數     
多毛作|다모작|multiple cropping| 多 毛 作    
乘數|승수|multiplier| 乘 數     
繁殖|번식하다|multiply| 繁 殖     
殺人|살인|murder| 殺 人     
殺人者|살인자|murderer| 殺 人 者    
筋肉|근육|muscle| 筋 肉     
博物館|박물관|museum| 博 物 館    
音樂|음악|music| 音 樂     
麝香|사향|musk| 麝 香     
點呼|점호|muster| 點 呼     
點呼|점호하다|muster| 點 呼     
變化|변화|mutation| 變 化     
變種|변종|mutation| 變 種     
反亂|반란|mutiny| 反 亂     
銃口|총구|muzzle| 銃 口     
神秘|신비|mystery| 神 秘     
神話|신화|myth| 神 話     
素朴|소박|naivete| 素 朴     
肉眼|육안|naked eye| 肉 眼     
裸眼|나안|naked eye| 裸 眼     
指名|지명하다|name| 指 名     
偏狹|편협|narrowness| 偏 狹     
鼻音|비음|nasal| 鼻 音     
民族|민족|nation| 民 族     
國債|국채|national debt| 國 債     
國旗|국기|national flag| 國 旗     
國籍|국적|nationality| 國 籍     
土人|토인|native| 土 人     
博物學|박물학|natural history| 博 物 學    
天理|천리|natural law| 天 理     
歸化|귀화|naturalization| 歸 化     
勿論|물론|naturally| 勿 論     
天性|천성|nature| 天 性     
性質|성질|nature| 性 質     
軍港|군항|naval station| 軍 港     
航海|항해하다|navigate| 航 海     
海軍|해군|navy| 海 軍     
小潮|소조|neap tide| 小 潮     
星雲|성운|nebula| 星 雲     
否認|부인|negation| 否 認     
否定|부정|negation| 否 定     
消極|소극적인|negative| 消 極     
陰電子|음전자|negatron| 陰 電 子    
無視|무시하다|neglect| 無 視     
怠慢|태만|negligence| 怠 慢     
協商|협상|negotiation| 協 商     
新參者|신참자|neophyte| 新 參 者    
神經|신경|nerve| 神 經     
勇氣|용기|nerve| 勇 氣     
膽力|담력|nerve| 膽 力     
中和|중화하다|neutralize| 中 和     
中性子|중성자|neutron| 中 性 子    
新體制|신체제|new order| 新 體 制    
消息|소식|news| 消 息     
惡夢|악몽|nightmare| 惡 夢     
夜間|야간|nighttime| 夜 間     
貴族|귀족|noble| 貴 族     
夢遊病者|몽유병자|noctambulist| 夢 遊 病 者   
夜想曲|야상곡|nocturne| 夜 想 曲    
雅號|아호|nom de plume| 雅 號     
不信任|불신임|nonconfidence| 不 信 任    
非營利的|비영리적인|nonprofit| 非 營 利 的   
正午|정오|noon| 正 午     
典型|전형적인|normal| 典 型     
正常|정상|normalcy| 正 常     
正常化|정상화|normalization| 正 常 化    
規範的|규범적인|normative| 規 範 的    
北部|북부|north| 北 部     
北方|북방|northward| 北 方     
急降下|급강하|nose dive| 急 降 下    
手記|수기|note| 手 記     
覺書|각서|note| 覺 書     
語調|어조|note| 語 調     
紙幣|지폐|note| 紙 幣     
手帖|수첩|notebook| 手 帖     
通知|통지|notice| 通 知     
告知|고지|notice| 告 知     
